id,品名,陽極_過站時間,來料碼,產品狀態,不良名稱,鍛壓模穴號,退火批號,熔鑄批號,鍛壓時間
2089010,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-D05-02-03071201XX-F65-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-21
2089009,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-D01-01-03071201XX-F78-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-21
2089008,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-J07-01-03070601XX-F56-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03070601,5H18422002G,2025-08-20
2089007,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-M06-02-03070601XX-F02-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03070601,5H18422003G,2025-08-20
2089006,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-K06-02-03062601XX-F10-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2089005,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-L08-04-03062401XX-F29-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062401,5H18422001G,2025-08-19
2089004,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-H03-03-03071201XX-F02-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071201,5H18422002G,2025-08-19
2089003,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-B06-02-03062601XX-F77-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422003G,2025-08-19
2089002,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-K06-01-03071201XX-F48-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071201,5H18422002G,2025-08-20
2089001,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-G06-03-03071201XX-F67-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071201,5H18422002G,2025-08-22
2089000,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-B08-04-03062601XX-F40-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2088999,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-E02-03-03071201XX-F54-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03071201,5H18422002G,2025-08-19
2088998,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-E07-04-03071601XX-F06-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2088997,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-A04-02-03062001XX-F47-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062001,5H18422001G,2025-08-13
2088996,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-M02-01-03062601XX-F39-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422001G,2025-08-18
2088994,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-H01-03-03071601XX-F34-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2088995,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-B04-03-03071201XX-F76-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071201,5H18422002G,2025-08-22
2088993,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-B06-01-03071601XX-F76-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-23
2088992,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-A02-02-03070601XX-F73-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03070601,5H18422002G,2025-08-20
2088991,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-K08-02-03071201XX-F45-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071201,5H18422002G,2025-08-22
2088990,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-G05-04-03071601XX-F54-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071601,5H18422002G,2025-08-22
2088989,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-L03-03-03062601XX-F18-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2088988,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-K06-02-03062601XX-F01-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2088987,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-M02-03-03062601XX-F55-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062601,5H18422001G,2025-08-19
2088986,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-A05-01-03071201XX-F54-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071201,5H18422002G,2025-08-22
2088985,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-F01-03-03071201XX-F69-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-23
2088983,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-L03-03-03062601XX-F26-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2088984,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-G07-03-03071201XX-F43-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071201,5H18422002G,2025-08-22
2088982,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-A05-01-03071201XX-F78-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071201,5H18422002G,2025-08-22
2088981,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-K06-01-03071201XX-F33-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071201,5H18422002G,2025-08-20
2088980,Y20Housing,2025-09-01,IM-6R01-5H17422004G-501H19-M05-01-03061701XX-F01-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03061701,5H17422004G,2025-08-12
2088979,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-E03-04-03071601XX-F44-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2088978,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-J06-01-03062601XX-F77-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422003G,2025-08-18
2088977,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-B03-02-03062601XX-F04-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422001G,2025-08-18
2088976,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-K06-01-03071601XX-F44-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-21
2088975,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-G02-02-03062601XX-F31-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062601,5H18422001G,2025-08-18
2088974,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-J07-02-03062601XX-F12-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422003G,2025-08-18
2088973,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-J05-02-03062601XX-F70-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2088972,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-B01-01-03071201XX-F62-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03071201,5H18422002G,2025-08-20
2088971,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-G04-02-03071601XX-F78-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-23
2088970,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-A06-03-03071201XX-F86-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXX0,良品,,FX-未知,03071201,5H18422002G,
2088968,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-M03-02-03062601XX-F85-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422001G,2025-08-18
2088969,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-J05-02-03062601XX-F58-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062601,5H18422001G,2025-08-18
2088967,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-K06-02-03062601XX-F73-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2088966,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-E02-01-03071201XX-F16-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-23
2088965,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-F02-01-03071201XX-F35-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071201,5H18422002G,2025-08-22
2088964,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-H04-02-03071601XX-F52-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071601,5H18422002G,2025-08-22
2088963,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-M04-02-03061901XX-F20-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03061901,5H18422001G,2025-08-13
2088962,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-B08-04-03062601XX-F48-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422003G,2025-08-18
2088961,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-C03-02-03071601XX-F60-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071601,5H18422002G,2025-08-22
2088960,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-E06-01-03071601XX-F12-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071601,5H18422002G,2025-08-23
2088959,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-C05-04-03071201XX-F83-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-21
2088958,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-B04-01-03062601XX-F69-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422001G,2025-08-18
2088957,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-G02-02-03062601XX-F58-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422001G,2025-08-18
2088956,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-C04-01-03071601XX-F47-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-24
2088955,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-H04-04-03071601XX-F61-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2088954,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-M06-03-03062001XX-F27-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062001,5H18422001G,2025-08-15
2088953,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-E07-01-03071601XX-F78-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2088952,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-C02-04-03062001XX-F05-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062001,5H18422001G,2025-08-13
2088951,Y20Housing,2025-09-01,IN-6R01-5H18422003G-801H20-B05-02-03070401XX-F73-XXXXCXXXXXXXX-A107080706207080101-07092601,良品,,創新C-A,03070401,5H18422003G,
2088950,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-F03-04-03062401XX-F66-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062401,5H18422001G,2025-08-19
2088949,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-H05-01-03071601XX-F80-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2088948,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-F02-03-03071201XX-F61-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-23
2088946,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-H01-04-03071601XX-F45-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2088947,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-K01-03-03062601XX-F89-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062601,5H18422001G,2025-08-18
2088945,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-F01-03-03071201XX-F39-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-22
2088944,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-J06-04-03062601XX-F12-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422003G,2025-08-18
2088943,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-B06-02-03062601XX-F80-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2088942,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-D01-01-03071201XX-F73-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071201,5H18422002G,2025-08-22
2088941,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-J03-03-03071201XX-F78-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-21
2088940,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-C04-01-03071601XX-F08-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2088939,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-F02-01-03062401XX-F16-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062401,5H18422001G,2025-08-19
2088938,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-M03-03-03062601XX-F76-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062601,5H18422001G,2025-08-18
2088937,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-J06-04-03062401XX-F45-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062401,5H18422001G,2025-08-16
2088936,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-C03-03-03071601XX-F71-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-21
2088935,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-J02-02-03062601XX-F41-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2088934,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-H01-03-03070601XX-F79-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03070601,5H18422003G,2025-08-20
2088933,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-B03-01-03062601XX-F03-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422001G,2025-08-18
2088932,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-G05-03-03071601XX-F01-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-24
2088931,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-B02-02-03071201XX-F17-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071201,5H18422002G,2025-08-22
2088930,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-A05-03-03071201XX-F71-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-21
2088929,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-K06-02-03062601XX-F56-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422003G,2025-08-18
2088928,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-G04-02-03071601XX-F90-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071601,5H18422002G,2025-08-22
2088927,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-A06-03-03071201XX-F61-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-23
2088926,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-M02-03-03062601XX-F77-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062601,5H18422001G,2025-08-18
2088925,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-H01-03-03070601XX-F35-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03070601,5H18422003G,2025-08-20
2088924,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-C04-01-03071601XX-F24-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2088922,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-E06-04-03062401XX-F92-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062401,5H18422001G,2025-08-16
2088923,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-F07-03-03062601XX-F81-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062601,5H18422001G,2025-08-18
2088920,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-B06-01-03071601XX-F65-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-23
2088921,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-A05-02-03062401XX-F53-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062401,5H18422001G,2025-08-16
2088919,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-K07-04-03071601XX-F40-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071601,5H18422002G,2025-08-23
2087522,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-H08-04-03071601XX-F21-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,不良,直線白印,FX-102-1#,03071601,5H18422002G,2025-08-23
2088918,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-C03-01-03071601XX-F28-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-23
2088917,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-K07-04-03071601XX-F10-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071601,5H18422002G,2025-08-23
2088916,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-F07-04-03062601XX-F01-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062601,5H18422001G,2025-08-18
2088915,Y20Housing,2025-09-01,IM-6R01-5H17422004G-501H19-E08-04-03061801XX-F10-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03061801,5H17422004G,2025-08-19
2088914,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-B07-02-03070601XX-F17-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03070601,5H18422003G,2025-08-20
2088913,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-L04-04-03071601XX-F05-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2088912,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-E08-01-03071601XX-F89-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2088911,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-J05-03-03062601XX-F74-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062601,5H18422001G,2025-08-18
2088910,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-H02-04-03062401XX-F78-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03062401,5H18422001G,2025-08-23
2088909,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-A06-02-03071201XX-F17-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-23
2088908,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-A05-02-03071201XX-F30-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-21
2088907,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-H04-03-03071601XX-F58-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2087521,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-D07-04-03071201XX-F65-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,不良,直線白印,FX-102-2#,03071201,5H18422002G,2025-08-21
2088906,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-L04-03-03071601XX-F37-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2088905,Y20Housing,2025-09-01,IM-6R01-5H18422003G-801H20-L03-03-03062601XX-F77-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2088904,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-F02-03-03071201XX-F77-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-23
2088903,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-D05-02-03071201XX-F17-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-21
2088902,Y20Housing,2025-09-01,IN-6R01-5H18422003G-801H20-D03-03-03070401XX-F12-XXXXCXXXXXXXX-A207080706207090101-07101101,良品,,創新C-A,03070401,5H18422003G,
2088901,Y20Housing,2025-09-01,IM-6R01-5H18422001G-601H21-G01-03-03062401XX-F50-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062401,5H18422001G,2025-08-16
2088900,Y20Housing,2025-09-01,IM-6R01-5H18422002G-701H21-H02-03-03071201XX-F06-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-21
